,focal_pid,comparative_pid,focal_score,comparative_score,relation
81482,18398470,26390828,9,10,≈
81483,15743339,8719180,5,4,≈
81484,23053324,12361398,6,6,≈
81485,21968990,23546018,10,6,>
81486,34221931,28847867,5,10,<
81487,24581096,28977048,2,2,≈
81488,15079056,28675749,10,1,>
81489,18490656,10387035,10,4,>
81490,11097435,1385294,2,3,≈
81491,29032767,19279474,9,4,>
81492,12511500,16299298,7,8,≈
81493,17360346,28241082,10,9,≈
81494,15531439,10394308,10,9,≈
81495,16972104,23973096,9,10,≈
81496,15513168,827951,3,9,<
81497,16170327,10632574,10,7,>
81498,24093013,37900604,9,2,>
81499,20048604,35730417,9,9,≈
81500,21980458,11180114,7,5,>
81501,25952886,33101661,9,1,>
81502,27942581,30747723,10,10,≈
81503,31321200,21337198,5,6,≈
81504,34377952,30099515,3,9,<
81505,11574582,34025601,10,3,>
81506,15138770,28870238,1,9,<
81507,12882370,19945516,4,3,≈
81508,24659219,17138905,4,10,<
81509,29266098,31973021,10,8,>
81510,37123281,31951020,9,8,≈
81511,27641327,36204594,10,7,>
81512,17194755,19478060,10,10,≈
81513,28436435,30669552,10,5,>
81514,25588519,32932093,6,10,<
81515,16237010,11823189,6,7,≈
81516,16285346,15326257,1,4,<
81517,28764324,22845859,10,10,≈
81518,31137803,36826485,10,3,>
81519,19906914,19233445,7,6,≈
81520,20554838,35048160,10,4,>
81521,21984347,35862824,10,10,≈
81522,19458592,15753931,3,3,≈
81523,29179711,31208407,10,2,>
81524,14604224,32928095,7,7,≈
81525,20053363,12408982,7,6,≈
81526,20460445,25526759,10,3,>
81527,28286481,38139329,10,4,>
81528,27730195,36803565,10,4,>
81529,10905633,8610322,3,5,<
81530,20582324,22815718,10,9,≈
81531,12898160,10022166,2,3,≈
81532,17353243,23767761,8,5,>
81533,19384423,22447198,9,5,>
81534,18685833,20694872,9,4,>
81535,24895596,28013031,2,10,<
81536,20484502,11264376,9,9,≈
81537,22163019,18931327,9,10,≈
81538,15676040,8619587,4,5,≈
81539,16720023,26417503,10,7,>
81540,25692801,30093900,8,9,≈
81541,17951902,15767056,3,9,<
81542,21946326,19657081,10,2,>
81543,20212116,23071805,10,9,≈
81544,26004069,28137457,10,8,>
81545,26941111,31798187,9,8,≈
81546,11157778,19874812,10,8,>
81547,26038430,24940441,9,2,>
81548,20664705,21479220,7,8,≈
81549,18004598,10478257,1,10,<
81550,16522810,15078177,9,1,>
81551,17919744,10475161,3,3,≈
81552,26191033,31435748,8,1,>
81553,22791186,16672969,3,10,<
81554,17477862,29065875,9,8,≈
81555,16569079,20002075,7,6,≈
81556,20417217,18313692,9,9,≈
81557,22080235,20886032,2,7,<
81558,25763710,19714238,1,10,<
81559,26551060,25733580,10,10,≈
81560,21829539,24379713,6,2,>
81561,12172293,1361311,3,10,<
81562,27088722,28270156,10,6,>
81563,16710079,8795957,7,7,≈
81564,16571790,11726972,7,10,<
81565,32796683,26283525,10,2,>
81566,11252808,7574697,2,8,<
81567,12177428,22837718,10,5,>
81568,12950569,30271439,4,1,>
81569,29535972,37428036,10,8,>
81570,26053414,21573144,9,9,≈
81571,20619177,24628560,9,2,>
81572,22487879,36884082,9,2,>
81573,19717466,21762947,9,8,≈
81574,19656802,35442950,10,10,≈
81575,26488293,16759098,8,9,≈
81576,18460642,24489704,8,9,≈
81577,27067013,9518601,10,4,>
81578,24040623,25653158,1,10,<
81579,15287978,18366726,10,4,>
81580,22174885,37846399,8,1,>
81581,10809710,15066831,4,5,≈
81582,12041673,10090950,1,9,<
81583,21153660,30523403,10,9,≈
81584,29329546,26888902,8,9,≈
81585,11222604,10547685,6,10,<
81586,11742075,19008526,10,10,≈
81587,23525413,30038907,9,6,>
81588,25923589,33467005,10,9,≈
81589,33963036,21139743,5,2,>
81590,34401266,26609494,1,10,<
81591,19307220,33897897,8,10,<
81592,15547271,11711436,5,10,<
81593,15858030,9223253,5,10,<
81594,31685553,29505325,10,7,>
81595,31852474,29960958,3,2,≈
81596,15271942,22526673,7,6,≈
81597,15870886,19700237,7,7,≈
81598,22164152,19386047,2,6,<
81599,16382581,14643323,1,3,<
81600,26846527,28275069,1,9,<
81601,26820632,31969800,9,5,>
81602,21859855,20739702,9,10,≈
81603,12202597,8968876,7,8,≈
81604,17476464,14551463,1,5,<
81605,11923323,9003601,5,5,≈
81606,27445493,32477926,5,9,<
81607,12788698,30925795,6,9,<
81608,34977056,30739004,7,8,≈
81609,19056608,24414173,10,5,>
81610,15479947,6751939,10,8,>
81611,33898299,36590115,2,9,<
81612,18426059,12848222,2,10,<
81613,17003844,35096672,8,1,>
81614,17436029,11773004,3,8,<
81615,16517805,6478674,8,2,>
81616,28423017,25229148,4,3,≈
81617,17890365,10028969,3,10,<
81618,11854187,15342597,7,6,≈
81619,31275234,36647177,8,10,<
81620,25870289,29946297,10,8,>
81621,19401780,9169794,6,2,>
81622,32953505,26767054,10,5,>
81623,23762570,20980175,3,9,<
81624,27177273,31428941,6,10,<
81625,17237348,17652447,10,8,>
81626,21518881,36753036,10,2,>
81627,31459058,25402614,2,10,<
81628,18854043,28217006,9,3,>
81629,19125240,15919447,3,2,≈
81630,26862492,35082901,10,1,>
81631,19402704,15123822,3,8,<
81632,20084246,9039517,2,7,<
81633,22887682,12397186,5,10,<
81634,21553957,8625724,8,10,<
81635,34027801,23510315,9,8,≈
81636,35911116,28008315,4,10,<
81637,26242465,20575685,8,9,≈
81638,17329016,27368024,10,3,>
81639,27354063,32997663,5,10,<
81640,27552147,33937912,10,1,>
81641,14681306,35169783,10,1,>
81642,30346083,22565296,8,9,≈
81643,11976102,34872347,6,10,<
81644,15208503,10755640,1,7,<
81645,31625563,27112497,8,10,<
81646,25287969,10339592,3,10,<
81647,23732472,19135897,10,10,≈
81648,16033502,18408948,10,4,>
81649,15964906,26357682,10,4,>
81650,35478742,34417875,7,10,<
81651,12740346,21326706,10,1,>
81652,16369836,25467383,9,8,≈
81653,18853280,16603383,2,6,<
81654,11788723,12719590,10,7,>
81655,29995959,38021190,10,1,>
81656,21419664,22544395,10,10,≈
81657,15919904,25129438,4,2,>
81658,16034531,29765610,7,6,≈
81659,17962296,23504016,10,7,>
81660,19915989,17949516,6,9,<
81661,28798759,37387359,9,4,>
81662,23614122,21353837,1,10,<
81663,26011712,28399801,10,5,>
81664,28135242,34901890,10,2,>
81665,11689649,17409137,8,8,≈
81666,22245367,20060045,5,5,≈
81667,18682673,37143965,10,1,>
81668,11872498,36721448,10,1,>
81669,20459853,24312326,5,6,≈
81670,24098287,36194631,10,10,≈
81671,26041288,26803745,8,9,≈
81672,19884976,18179705,3,9,<
81673,30646801,30646801,5,5,≈
81674,11298126,36825018,5,10,<
81675,23269591,16818928,9,10,≈
81676,33225634,33225634,9,9,≈
81677,18199494,23877834,1,9,<
81678,24141956,3574131,2,3,≈
81679,23125841,23926355,8,7,≈
81680,29624623,26288267,8,9,≈
81681,31444830,11865300,8,10,<
81682,19029885,27021173,10,10,≈
81683,19860898,19247230,8,2,>
81684,22288884,25580376,8,8,≈
81685,28079187,38162516,10,2,>
81686,16615829,23350014,2,3,≈
81687,24277676,33442188,9,1,>
81688,19841078,15009027,7,2,>
81689,18446365,37151939,10,2,>
81690,30779672,32935750,10,4,>
81691,22560948,28146584,4,7,<
81692,15080906,16793299,6,5,≈
81693,28284196,31002300,9,10,≈
81694,22834728,12764372,7,8,≈
81695,17576760,26689559,6,7,≈
81696,26694469,22262520,3,4,≈
81697,22664970,21502617,9,10,≈
81698,31365039,37341923,10,3,>
81699,31639018,17695437,9,2,>
81700,21392369,19122516,10,6,>
81701,19320977,17372208,4,10,<
81702,12928499,12207690,10,6,>
81703,35435483,22119938,9,10,≈
81704,19641142,28796422,10,6,>
81705,25619664,34348658,9,1,>
81706,29699195,9240250,1,5,<
81707,21685911,14624840,10,10,≈
81708,16915108,27553054,10,2,>
81709,25226779,21216722,1,10,<
81710,30744101,20959469,5,10,<
81711,20385810,21463194,10,7,>
81712,29393501,31198977,9,10,≈
81713,22100968,25782430,10,1,>
81714,19779546,26086217,9,9,≈
81715,12019238,2165865,3,10,<
81716,34307102,19568048,1,10,<
81717,27427911,30903397,10,9,≈
81718,22190728,1312639,8,8,≈
81719,11897588,26885259,8,2,>
81720,35682925,26136264,6,10,<
81721,23456976,30941351,4,9,<
81722,33259608,24925876,7,8,≈
81723,27594810,23684632,1,8,<
81724,17452641,27775078,10,9,≈
81725,25401511,27521182,10,6,>
81726,25164605,29932350,7,1,>
81727,17505510,26307977,10,7,>
81728,17562853,34502060,6,10,<
81729,20955420,37508983,10,2,>
81730,28934245,30787989,8,1,>
81731,35144628,37998368,10,5,>
81732,15550566,33324388,10,7,>
81733,26678490,21742661,7,2,>
81734,14501504,23714364,9,8,≈
81735,12134948,22692074,3,7,<
81736,17634305,31110984,9,2,>
81737,17292921,10724169,2,10,<
81738,19430204,31636313,6,9,<
81739,25538192,29233962,9,10,≈
81740,17591797,32230726,6,10,<
81741,22431380,16325016,7,3,>
81742,17237121,36760452,10,3,>
81743,10698749,36738130,10,10,≈
81744,16433927,33145108,10,1,>
81745,21442173,16221231,2,9,<
81746,16228554,7659751,4,9,<
81747,16411147,25716329,5,5,≈
81748,29616398,27097790,1,8,<
81749,28167780,30127440,10,10,≈
81750,26812231,36935794,10,2,>
81751,10966383,16348170,3,4,≈
81752,22832848,21639868,4,9,<
81753,12803288,12578044,2,4,<
81754,15528705,30728816,9,8,≈
81755,25161644,21159085,3,8,<
81756,17587440,19178740,3,6,<
81757,28687779,30427974,10,9,≈
81758,31573760,17560797,4,9,<
81759,31527115,33077634,7,6,≈
81760,27352036,27729508,10,10,≈
81761,23805332,36579557,10,4,>
81762,19888222,24741584,10,1,>
81763,17937503,22649615,8,1,>
81764,23577151,26078872,8,4,>
81765,23694694,23313955,5,10,<
81766,20174847,8656140,2,9,<
81767,29326686,25330336,9,8,≈
81768,22014107,25768836,9,8,≈
81769,12824343,12202774,8,8,≈
81770,19504359,28593945,10,10,≈
81771,31623641,38162264,10,1,>
81772,23815987,25607111,6,5,≈
81773,28674494,34805270,10,8,>
81774,15198975,23547943,9,5,>
81775,12121913,19545498,7,5,>
81776,26880110,28839114,10,4,>
81777,30090509,10882129,2,10,<
81778,24770497,32915394,7,8,≈
81779,17917874,19270270,10,8,>
81780,27932822,25604256,2,8,<
81781,19838714,15719322,1,10,<
81782,20411299,12823873,6,7,≈
81783,23082105,23243582,10,8,>
81784,32701478,15893293,1,10,<
81785,37821509,37055727,10,8,>
81786,31208092,33622018,10,7,>
81787,28164780,37629006,10,4,>
81788,19786602,23621782,8,3,>
81789,15547264,31036730,8,7,≈
81790,32038963,25683152,1,9,<
81791,18959465,16141325,1,10,<
81792,15254191,11106737,8,10,<
81793,17920574,33680514,7,10,<
81794,21378197,8987707,5,1,>
81795,20011252,20011327,3,2,≈
81796,16049747,17554634,6,6,≈
81797,28467679,27601644,2,10,<
81798,22811541,26874588,9,5,>
81799,31315390,30915023,1,9,<
81800,21167041,23274801,7,8,≈
81801,17040126,17244760,9,7,>
81802,27357692,34591188,10,8,>
81803,19331732,15663849,8,8,≈
81804,16047609,14752586,3,8,<
81805,28167672,32117277,8,9,≈
81806,12777633,17959656,10,8,>
81807,10861025,18493953,9,3,>
81808,19191692,28197311,9,1,>
81809,10590140,17172670,9,3,>
81810,19487288,36436079,10,3,>
81811,26713335,35237597,8,10,<
81812,18395086,27048452,10,4,>
81813,15983711,33993626,9,1,>
81814,22949691,28076817,10,2,>
81815,21733187,30979864,3,10,<
81816,15879478,3314996,3,2,≈
81817,12534758,19259793,9,3,>
81818,12775097,10232597,1,8,<
81819,36578066,34141478,5,10,<
81820,20435544,37501642,10,5,>
81821,26621053,29967116,9,4,>
81822,29691425,26297644,8,9,≈
81823,36983351,11754896,9,8,≈
81824,27247705,32742977,6,10,<
81825,11071906,9323132,8,10,<
81826,11452048,17150087,8,4,>
81827,19465918,19720858,10,6,>
81828,19037096,11870212,6,7,≈
81829,30648224,32679473,10,6,>
81830,30397669,11750194,4,8,<
81831,15466232,33142942,9,2,>
81832,11736886,9689128,2,10,<
81833,19028879,25818562,9,1,>
81834,18781301,11888330,2,9,<
81835,24705801,20658399,1,3,<
81836,27133096,29382746,10,10,≈
81837,16537628,23859204,5,4,≈
81838,12533280,10905528,10,9,≈
81839,23799130,29922946,10,5,>
81840,24565907,26839882,9,4,>
81841,27145115,15134847,3,7,<
81842,15256597,20438573,9,4,>
81843,22949691,23236136,9,9,≈
81844,21531040,22732950,10,6,>
81845,22287046,16430308,7,8,≈
81846,21237166,25747597,10,10,≈
81847,23076268,36990720,10,10,≈
81848,25697422,20599901,1,9,<
81849,31981466,31464068,9,8,≈
81850,26239110,22244535,4,5,≈
81851,11819819,10601565,4,5,≈
81852,25171252,20421192,9,10,≈
81853,34732242,36140724,10,3,>
81854,11751843,26026279,3,9,<
81855,15496429,25389475,7,1,>
81856,29857520,25581100,4,10,<
81857,22310659,19595311,8,9,≈
81858,19350121,19962723,8,7,≈
81859,31258564,26336950,3,10,<
81860,31258564,25193404,3,2,≈
81861,11717298,10400600,4,5,≈
81862,23706107,30926833,4,9,<
81863,11581395,28841715,7,8,≈
81864,20682800,21831553,9,1,>
81865,22067307,29430219,4,1,>
81866,30179654,29661927,4,6,<
81867,32274369,25045135,1,7,<
81868,17015459,15860579,7,10,<
81869,16973591,19883658,7,8,≈
81870,26391731,21474773,4,9,<
81871,22916238,30344570,7,1,>
81872,28393272,36785910,10,5,>
81873,19378378,20590571,9,9,≈
81874,19333784,18302019,4,7,<
81875,21628503,16177295,8,7,≈
81876,17703958,12547814,5,7,<
81877,28199134,25428659,10,3,>
81878,15107403,18291358,10,7,>
81879,22420814,15925267,9,8,≈
81880,10758160,7663519,9,10,≈
81881,27539312,23263029,3,10,<
81882,24885259,29564226,10,9,≈
81883,10775592,22032696,8,2,>
81884,10685607,7745629,3,2,≈
81885,20676842,14730354,1,9,<
81886,23504026,22019489,2,10,<
81887,22286552,26824046,10,2,>
81888,36747039,19700451,10,3,>
81889,23459488,22908149,8,8,≈
81890,25885109,30014042,7,6,≈
81891,22066936,33921979,8,10,<
81892,12184517,11713958,2,3,≈
81893,27280981,23726015,8,8,≈
81894,11831551,37324871,10,8,>
81895,21162649,9662368,7,10,<
81896,23041064,23878131,10,7,>
81897,21044602,20409484,7,7,≈
81898,19037096,26359299,5,6,≈
81899,35271673,38203591,10,4,>
81900,29732171,36530688,10,8,>
81901,18661232,25385602,3,10,<
81902,11435586,20635956,9,1,>
81903,19338378,16082605,4,3,≈
81904,34397153,23075722,9,8,≈
81905,28977509,35037022,10,10,≈
81906,10681312,24284122,9,4,>
81907,33530899,27001654,9,4,>
81908,32166047,30963380,7,6,≈
81909,29988606,19240267,2,10,<
81910,12429832,34347507,5,5,≈
81911,27689156,11980686,2,10,<
81912,12847290,29190429,9,8,≈
81913,16204186,18765793,10,10,≈
81914,17641916,9367777,1,6,<
81915,22546899,20300748,10,6,>
81916,25411131,28771792,5,5,≈
81917,18558479,9618555,7,10,<
81918,12714686,17965132,10,5,>
81919,11689683,24957512,6,7,≈
81920,33729452,25896215,7,10,<
81921,33562644,12112599,9,9,≈
81922,14717616,11254825,7,6,≈
81923,20464404,23066763,9,3,>
81924,15240478,20084431,5,1,>
81925,19333131,24012538,8,9,≈
81926,20068489,37464522,10,1,>
81927,17301158,16769775,5,10,<
81928,35113901,36149836,10,4,>
81929,23601558,15520293,6,10,<
81930,16341937,8980238,3,10,<
81931,16020800,24884693,10,5,>
81932,16836825,25714376,9,8,≈
81933,27573014,26593043,8,8,≈
81934,20836869,7978722,8,10,<
81935,18021315,14595091,6,9,<
81936,14973382,9674704,4,10,<
81937,32677956,37060019,10,8,>
81938,17687013,21701792,10,7,>
81939,18217557,16306617,8,7,≈
81940,25843403,18840692,10,10,≈
81941,11044136,20836705,7,2,>
81942,21985032,33180570,9,3,>
81943,27884931,24282322,8,9,≈
81944,19456326,20147858,7,1,>
81945,16339908,17188855,9,8,≈
81946,16937518,14963015,8,6,>
81947,12748293,12223527,6,7,≈
81948,20026783,12353277,10,6,>
81949,11465897,10386772,1,6,<
81950,24040932,23485148,9,10,≈
81951,22289243,19918252,6,5,≈
81952,15528691,23077552,7,6,≈
81953,19047377,28713777,8,9,≈
81954,33978818,33779835,10,2,>
81955,24704918,17712314,1,9,<
81956,17032761,18787922,10,5,>
81957,22818856,25957634,9,8,≈
81958,20458467,16021067,3,10,<
81959,15812622,28497420,10,7,>
81960,11159959,12957956,6,7,≈
81961,25615578,31534358,5,4,≈
81962,16915519,24521234,10,6,>
81963,24859813,34884714,10,3,>
81964,15962016,8497355,1,4,<
81965,19766422,16596629,3,4,≈
81966,27151640,32286227,10,10,≈
81967,32671187,31178901,10,9,≈
81968,29995769,32341450,8,10,<
81969,23419073,16580018,3,8,<
81970,25550068,30019382,9,8,≈
81971,12039715,32184251,6,10,<
81972,20490649,24336431,5,8,<
81973,19521477,15378368,4,8,<
81974,19957029,15560514,4,5,≈
81975,24277846,24672023,10,5,>
81976,18090922,22471862,9,7,>
81977,28425987,33189686,10,5,>
81978,17651921,15846361,8,10,<
81979,15492576,1768542,4,5,≈
81980,29748764,23136517,1,3,<
81981,11024151,16254375,9,9,≈
81982,15681645,24776736,2,3,≈
81983,27708617,26245716,8,10,<
81984,17576755,12540561,5,6,≈
81985,27159324,31058149,7,8,≈
81986,27798597,29904019,10,5,>
81987,28411252,23331211,9,4,>
81988,17050609,28938025,7,8,≈
81989,11461684,9230441,1,10,<
81990,17691549,31040802,2,10,<
81991,20960266,12928232,3,8,<
81992,12928500,26664682,10,2,>
81993,20615941,36849251,10,10,≈
81994,11907229,22754587,5,2,>
81995,20178367,24652407,2,6,<
81996,28550413,17544839,2,10,<
81997,11060576,1356115,2,9,<
81998,15975146,22015425,9,9,≈
81999,28878579,9005281,1,10,<
82000,24109432,22615744,7,9,<
82001,20876851,29576315,10,9,≈
82002,10618417,10823952,10,10,≈
82003,30416886,32784763,9,10,≈
82004,22893382,26041290,10,7,>
82005,30121783,21969592,1,10,<
82006,17181386,16781291,8,8,≈
82007,20838648,27793108,9,5,>
82008,14617769,18385242,10,7,>
82009,18392875,35854352,2,10,<
82010,14531725,11112089,10,2,>
82011,28133612,34177794,4,10,<
82012,16570176,11725565,2,1,≈
82013,17079282,18455749,9,6,>
82014,20949002,19719424,7,2,>
82015,24588001,12913071,1,9,<
82016,17416680,23375376,10,10,≈
82017,11950926,29495281,6,7,≈
82018,31344421,37965354,10,4,>
82019,10913092,2163384,8,9,≈
82020,20946742,24315570,3,8,<
82021,18344325,21888925,10,1,>
82022,25070354,19841738,6,7,≈
82023,18676978,32900979,10,10,≈
82024,26089239,31187683,9,7,>
82025,23446695,27146987,6,5,≈
82026,21037108,36810912,10,10,≈
82027,22980985,25591483,10,7,>
82028,28160044,33537915,4,10,<
82029,19208645,14682056,9,1,>
82030,33435720,21979293,4,10,<
82031,25197582,34179742,1,10,<
82032,22132233,36309986,8,9,≈
82033,20170205,35103348,10,10,≈
82034,32148930,27940189,8,10,<
82035,18768969,33561464,9,10,≈
82036,23975239,26466787,9,8,≈
82037,10929076,33708724,10,2,>
82038,11553540,9646469,2,4,<
82039,15668966,12460249,9,8,≈
82040,30651787,35163335,8,10,<
82041,20230605,19531245,10,8,>
82042,10603397,8622965,5,10,<
82043,26845762,30940086,9,6,>
82044,26740555,24463508,8,10,<
82045,12163597,32391289,9,10,≈
82046,12644647,25608978,10,1,>
82047,23563681,21327704,1,9,<
82048,25053669,22713611,1,5,<
82049,20039024,16162830,2,5,<
82050,29662931,32213052,1,10,<
82051,12857030,15843966,2,3,≈
82052,12970894,25550864,5,1,>
82053,36235848,33297550,10,10,≈
82054,28771518,23807230,9,9,≈
82055,15542627,11597748,7,2,>
82056,28102508,17457822,8,10,<
82057,24027529,31959778,8,10,<
82058,10883458,2063735,1,4,<
82059,20087414,31039737,8,7,≈
82060,31222149,30350345,9,10,≈
82061,16332852,14676990,6,2,>
82062,24244001,23940358,2,8,<
82063,15908349,2733021,7,3,>
82064,11179364,9712744,6,6,≈
82065,23899390,27388563,4,10,<
82066,19736288,26668100,6,3,>
82067,30894845,34893091,9,10,≈
82068,18485193,36601109,10,10,≈
82069,11101341,9840457,1,8,<
82070,26350272,29370858,3,10,<
82071,12924649,1397881,6,10,<
82072,10837025,15367683,10,4,>
82073,17919324,19346077,9,2,>
82074,33512697,29123479,9,10,≈
82075,32801759,30479059,3,9,<
82076,15103023,16710756,10,6,>
82077,12242232,31635152,5,5,≈
82078,25738328,32211394,10,8,>
82079,17354021,12839857,6,7,≈
82080,25991645,34523033,10,1,>
82081,10930458,10408446,3,10,<
82082,21977443,23975653,5,6,≈
82083,25330849,35508167,10,10,≈
82084,16816968,32991578,1,10,<
82085,19962573,33615584,9,10,≈
82086,32453027,29604459,1,10,<
82087,15133654,14962675,7,6,≈
82088,10777733,18515379,6,6,≈
82089,20956331,30150714,10,10,≈
82090,12750865,11721123,2,1,≈
82091,22102511,36685810,10,3,>
82092,18787937,3989462,6,2,>
82093,26508776,27089248,10,5,>
82094,19057670,12034450,9,4,>
82095,15364977,26719582,8,8,≈
82096,12682148,17697340,10,5,>
82097,23337534,30038234,9,10,≈
82098,18473854,25122679,9,10,≈
82099,11919216,10197608,2,10,<
82100,15933050,27423740,10,7,>
82101,16009504,21040240,9,6,>
82102,20544290,33318759,10,1,>
82103,27846611,32158568,10,1,>
82104,12716975,21236284,9,3,>
82105,28152562,31236775,4,10,<
82106,26928464,33974561,10,10,≈
82107,15709029,37920558,10,2,>
82108,27063467,29441440,10,8,>
82109,25988660,31275880,10,4,>
82110,20232242,28458492,9,5,>
82111,18003655,16174738,10,9,≈
82112,28139160,24970263,1,8,<
82113,32191559,35648290,10,6,>
82114,21160652,16192807,1,9,<
82115,19448616,18097402,10,10,≈
82116,29259819,37026030,10,1,>
82117,33230295,6380574,10,5,>
82118,34743257,22321803,4,10,<
82119,14740321,21234346,10,7,>
82120,32647624,36401687,10,6,>
82121,15761849,22065098,7,1,>
82122,33758561,32153927,8,7,≈
82123,24121163,33987975,10,2,>
82124,11854347,27184970,6,1,>
82125,20571935,14970312,8,10,<
82126,22014546,17979263,3,7,<
82127,31467527,25312765,3,10,<
82128,15834586,15254541,3,10,<
82129,27538609,26764030,4,10,<
82130,18340502,37096168,10,2,>
82131,28705159,2547971,2,5,<
82132,20738863,26491152,7,6,≈
82133,33817336,39430040,10,1,>
82134,11349229,15632086,10,10,≈
82135,19236704,17768377,9,1,>
82136,20154730,23805079,10,6,>
82137,28301954,33326741,10,5,>
82138,10963056,10661492,3,2,≈
82139,11139508,36251690,9,10,≈
82140,10992497,9192900,7,10,<
82141,28450889,27692437,3,10,<
82142,12019070,16344467,9,10,≈
82143,30514260,28446525,6,9,<
82144,22949919,24566638,9,5,>
82145,15039329,10646605,4,10,<
82146,11438734,1346555,10,10,≈
82147,29119252,10024113,1,9,<
82148,11506219,9234894,5,4,≈
82149,26185336,20476771,1,8,<
82150,28441393,30405489,10,5,>
82151,11248791,9054741,1,10,<
82152,26223240,28161859,10,3,>
82153,21695087,18691033,10,1,>
82154,19104656,21750745,8,7,≈
82155,11592779,7972696,8,2,>
82156,29445930,28690296,2,2,≈
82157,19040719,28592317,5,4,≈
82158,19188353,33632774,10,10,≈
82159,30404658,34316703,10,2,>
82160,33262729,23063236,3,10,<
82161,19011783,8404743,1,4,<
82162,32987959,15647901,8,9,≈
82163,18474189,17082465,5,10,<
82164,29322053,26623439,1,1,≈
82165,12663786,17277784,9,10,≈
82166,24799680,26411571,10,3,>
82167,14979634,1617793,1,10,<
82168,18716764,10720663,1,5,<
82169,16844772,22932803,10,10,≈
82170,17259221,15504402,9,9,≈
82171,16900296,14574646,6,10,<
82172,29147195,15827816,1,7,<
82173,29238810,35663797,10,1,>
82174,20534565,26501127,10,5,>
82175,27129448,23308061,3,10,<
82176,19706168,12629553,8,10,<
82177,11959985,8817339,9,3,>
82178,16609729,10675742,9,9,≈
82179,20214804,29487181,9,4,>
82180,31156631,24690977,10,3,>
82181,12952183,27579861,9,2,>
82182,25772934,30068298,10,2,>
82183,20462569,24143080,9,6,>
82184,29116467,24210818,6,10,<
82185,11585908,8790425,3,10,<
82186,27843125,19853237,9,10,≈
82187,26454188,25525793,8,10,<
82188,22584051,14744431,5,10,<
82189,31276083,25207797,6,9,<
82190,21979159,8863734,4,5,≈
82191,11724835,11948161,9,3,>
82192,25310275,35542722,10,1,>
82193,19747545,31381314,1,10,<
82194,20505728,22696596,10,7,>
82195,18639591,37027340,7,10,<
82196,18301867,8759627,1,6,<
82197,10858214,9515706,9,8,≈
82198,11464578,10333357,1,5,<
82199,12438593,12438594,6,7,≈
82200,30362060,24794318,6,10,<
82201,10855687,9558472,2,10,<
82202,21156282,30850343,10,10,≈
82203,11055931,20870784,9,8,≈
82204,29495557,37598318,10,3,>
82205,29435364,28235249,9,9,≈
82206,20157761,15955335,3,5,<
82207,20579344,24739205,7,6,≈
82208,16396609,25125947,10,1,>
82209,12413408,15613165,6,10,<
82210,25232433,1424844,1,5,<
82211,27689886,27038902,7,8,≈
82212,15574596,15193257,10,10,≈
82213,24009430,19573809,7,10,<
82214,20484502,29377936,9,10,≈
82215,11598222,30736441,10,9,≈
82216,22523618,16451073,1,8,<
82217,17575002,17342200,7,9,<
82218,28299413,23064380,1,10,<
82219,26755632,25174707,7,10,<
82220,12501972,9609294,3,8,<
82221,23071907,32922314,3,9,<
82222,28270968,26387920,2,7,<
82223,26261986,1800954,4,3,≈
82224,16014412,17360355,10,10,≈
82225,17890304,17101990,2,10,<
82226,19710282,35135478,10,10,≈
82227,26014951,9925511,8,8,≈
82228,18511559,22497875,10,7,>
82229,25855456,31490134,10,1,>
82230,34176054,26138158,1,10,<
82231,21760786,21639314,1,3,<
82232,29421347,37338932,10,2,>
82233,11705983,28961244,5,6,≈
82234,15597199,11823786,1,10,<
82235,23238493,12483510,2,10,<
82236,36478912,22451255,2,9,<
82237,24905759,20952559,1,4,<
82238,36187237,22866234,3,10,<
82239,34167876,38078548,10,3,>
82240,19046624,16406249,8,9,≈
82241,19889537,23507151,2,3,≈
82242,25435109,32676930,10,1,>
82243,10676598,8419024,1,10,<
82244,10887159,21256137,9,8,≈
82245,26045728,31341957,10,10,≈
82246,17006664,9133433,1,8,<
82247,19541365,11377828,3,9,<
82248,30670704,14573465,7,6,≈
82249,19471133,24121698,8,1,>
82250,15863486,12581650,4,8,<
82251,19826926,16885379,1,9,<
82252,14508707,26668783,10,3,>
82253,31293836,19955417,1,9,<
82254,15338669,9426752,1,9,<
82255,12957893,7857519,5,9,<
82256,21881921,8692874,3,9,<
82257,20677831,12644486,3,4,≈
82258,20517509,14511543,1,6,<
82259,22220267,8772716,2,10,<
82260,11463849,9338782,3,10,<
82261,19575110,14502332,2,3,≈
82262,18667513,31475144,8,9,≈
82263,19414599,15950903,5,10,<
82264,10731466,8325646,10,3,>
82265,27605586,14729162,9,8,≈
82266,19521525,10476967,1,10,<
82267,11179354,2084611,4,3,≈
82268,28529825,24370810,1,4,<
82269,21464252,21825298,8,8,≈
82270,32022822,9570194,1,10,<
82271,11462050,24167519,7,7,≈
82272,21283761,28534512,8,9,≈
82273,26160214,23275507,3,7,<
82274,23065018,10548467,2,9,<
82275,26901039,26410789,2,10,<
82276,31054098,28438654,6,5,≈
82277,26660939,22561669,4,9,<
82278,18414145,10902535,8,1,>
82279,10666255,11333930,3,3,≈
82280,11897071,16041013,9,8,≈
82281,11005876,8243290,10,3,>
82282,15280536,37900144,10,4,>
82283,12574287,34197457,10,10,≈
82284,35024516,33101354,10,9,≈
82285,16718654,34073824,8,1,>
82286,20437583,38229610,10,1,>
